Date,Country,JCVIPriorityGroup,Population,PopulationQF,Dose,CumulativeNumberVaccinated,CumulativePercentCoverage,CumulativePercentCoverageQF,AgeBand
20210623,S92000003,4 - Clinically Extremely Vulnerable,180707,,Dose 1,172288,95.3410769920368,,All vaccinations
20210623,S92000003,4 - Clinically Extremely Vulnerable,180707,,Dose 2,166771,92.2880685308261,,All vaccinations
20210623,S92000003,6 - 16 to 64 year olds with underlying health conditions,761971,,Dose 1,680098,89.255102884493,,All vaccinations
20210623,S92000003,6 - 16 to 64 year olds with underlying health conditions,761971,,Dose 2,629472,82.6110180046222,,All vaccinations
20210623,S92000003,6 - Unpaid Carers aged 16 and over,,:,Dose 1,233476,,z,All vaccinations
20210623,S92000003,6 - Unpaid Carers aged 16 and over,,:,Dose 2,172251,,z,All vaccinations
20210624,S92000003,1 - All Care Home Residents,,:,Dose 1,35866,,z,All vaccinations
20210624,S92000003,1 - All Care Home Residents,,:,Dose 2,32659,,z,All vaccinations
20210624,S92000003,1 - Care Home Residents - Older Adults,28863,,Dose 1,28120,97.4257700169768,,All vaccinations
20210624,S92000003,1 - Care Home Residents - Older Adults,28863,,Dose 2,27050,93.7186016699581,,All vaccinations
20210624,S92000003,1 - Care Home Staff,50000,,Dose 1,54043,108.086,,All vaccinations
20210624,S92000003,1 - Care Home Staff,50000,,Dose 2,50935,101.87,,All vaccinations
20210624,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 1,373443,,z,All vaccinations
20210624,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 2,354452,,z,All vaccinations
20210624,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 1,98350,93.6559631280235,,All vaccinations
20210624,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 2,92661,88.2384870300537,,All vaccinations
20210624,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 1,102673,87.0368329589285,,All vaccinations
20210624,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 2,92681,78.5665239689738,,All vaccinations
20210624,S92000003,4 - Clinically Extremely Vulnerable,181405,,Dose 1,172982,95.3567983241917,,All vaccinations
20210624,S92000003,4 - Clinically Extremely Vulnerable,181405,,Dose 2,167458,92.3116782889116,,All vaccinations
20210624,S92000003,6 - 16 to 64 year olds with underlying health conditions,761971,,Dose 1,680317,89.2838441358004,,All vaccinations
20210624,S92000003,6 - 16 to 64 year olds with underlying health conditions,761971,,Dose 2,631512,82.8787447291301,,All vaccinations
20210624,S92000003,6 - Unpaid Carers aged 16 and over,,:,Dose 1,233680,,z,All vaccinations
20210624,S92000003,6 - Unpaid Carers aged 16 and over,,:,Dose 2,176031,,z,All vaccinations
20210625,S92000003,1 - All Care Home Residents,,:,Dose 1,35872,,z,All vaccinations
20210625,S92000003,1 - All Care Home Residents,,:,Dose 2,32689,,z,All vaccinations
20210625,S92000003,1 - Care Home Residents - Older Adults,28863,,Dose 1,28128,97.4534871634965,,All vaccinations
20210625,S92000003,1 - Care Home Residents - Older Adults,28863,,Dose 2,27096,93.8779752624467,,All vaccinations
20210625,S92000003,1 - Care Home Staff,50000,,Dose 1,54048,108.096,,All vaccinations
20210625,S92000003,1 - Care Home Staff,50000,,Dose 2,50999,101.998,,All vaccinations
20210625,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 1,373488,,z,All vaccinations
20210625,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 2,354999,,z,All vaccinations
20210625,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 1,98394,93.6978631013598,,All vaccinations
20210625,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 2,92781,88.3527596846075,,All vaccinations
20210625,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 1,102769,87.1182130292884,,All vaccinations
20210625,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 2,92895,78.747933709151,,All vaccinations
20210625,S92000003,4 - Clinically Extremely Vulnerable,181405,,Dose 1,173236,95.4968165155315,,All vaccinations
20210625,S92000003,4 - Clinically Extremely Vulnerable,181405,,Dose 2,168113,92.6727488216973,,All vaccinations
20210625,S92000003,6 - 16 to 64 year olds with underlying health conditions,761971,,Dose 1,680796,89.3467074206236,,All vaccinations
20210625,S92000003,6 - 16 to 64 year olds with underlying health conditions,761971,,Dose 2,633408,83.1275730966139,,All vaccinations
20210625,S92000003,6 - Unpaid Carers aged 16 and over,,:,Dose 1,233944,,z,All vaccinations
20210625,S92000003,6 - Unpaid Carers aged 16 and over,,:,Dose 2,178365,,z,All vaccinations
20210626,S92000003,1 - All Care Home Residents,,:,Dose 1,35873,,z,All vaccinations
20210626,S92000003,1 - All Care Home Residents,,:,Dose 2,32697,,z,All vaccinations
20210626,S92000003,1 - Care Home Residents - Older Adults,28863,,Dose 1,28129,97.4569518068115,,All vaccinations
20210626,S92000003,1 - Care Home Residents - Older Adults,28863,,Dose 2,27096,93.8779752624467,,All vaccinations
20210626,S92000003,1 - Care Home Staff,50000,,Dose 1,54057,108.114,,All vaccinations
20210626,S92000003,1 - Care Home Staff,50000,,Dose 2,51107,102.214,,All vaccinations
20210626,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 1,373558,,z,All vaccinations
20210626,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 2,356458,,z,All vaccinations
20210626,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 1,98430,93.732144897726,,All vaccinations
20210626,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 2,92963,88.5260732106807,,All vaccinations
20210626,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 1,102882,87.2140041537744,,All vaccinations
20210626,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 2,93166,78.9776628661044,,All vaccinations
20210626,S92000003,4 - Clinically Extremely Vulnerable,181405,,Dose 1,173248,95.5034315481933,,All vaccinations
20210626,S92000003,4 - Clinically Extremely Vulnerable,181405,,Dose 2,168169,92.7036189741187,,All vaccinations
20210626,S92000003,6 - 16 to 64 year olds with underlying health conditions,761971,,Dose 1,680977,89.3704616054942,,All vaccinations
20210626,S92000003,6 - 16 to 64 year olds with underlying health conditions,761971,,Dose 2,634490,83.2695732514754,,All vaccinations
20210626,S92000003,6 - Unpaid Carers aged 16 and over,,:,Dose 1,234117,,z,All vaccinations
20210626,S92000003,6 - Unpaid Carers aged 16 and over,,:,Dose 2,180198,,z,All vaccinations
20210627,S92000003,1 - All Care Home Residents,,:,Dose 1,35875,,z,All vaccinations
20210627,S92000003,1 - All Care Home Residents,,:,Dose 2,32699,,z,All vaccinations
20210627,S92000003,1 - Care Home Residents - Older Adults,28863,,Dose 1,28130,97.4604164501265,,All vaccinations
20210627,S92000003,1 - Care Home Residents - Older Adults,28863,,Dose 2,27101,93.8952984790216,,All vaccinations
20210627,S92000003,1 - Care Home Staff,50000,,Dose 1,54063,108.126,,All vaccinations
20210627,S92000003,1 - Care Home Staff,50000,,Dose 2,51137,102.274,,All vaccinations
20210627,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 1,373578,,z,All vaccinations
20210627,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 2,356702,,z,All vaccinations
20210627,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 1,98464,93.7645221498495,,All vaccinations
20210627,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 2,93001,88.5622595512894,,All vaccinations
20210627,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 1,102979,87.2962319332005,,All vaccinations
20210627,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 2,93298,79.0895604628491,,All vaccinations
20210627,S92000003,4 - Clinically Extremely Vulnerable,181405,,Dose 1,173254,95.5067390645241,,All vaccinations
20210627,S92000003,4 - Clinically Extremely Vulnerable,181405,,Dose 2,168243,92.7444116755326,,All vaccinations
20210627,S92000003,6 - 16 to 64 year olds with underlying health conditions,761971,,Dose 1,681209,89.4009089584774,,All vaccinations
20210627,S92000003,6 - 16 to 64 year olds with underlying health conditions,761971,,Dose 2,635420,83.3916251405893,,All vaccinations
20210627,S92000003,6 - Unpaid Carers aged 16 and over,,:,Dose 1,234296,,z,All vaccinations
20210627,S92000003,6 - Unpaid Carers aged 16 and over,,:,Dose 2,183115,,z,All vaccinations
20210628,S92000003,1 - All Care Home Residents,,:,Dose 1,35876,,z,All vaccinations
20210628,S92000003,1 - All Care Home Residents,,:,Dose 2,32709,,z,All vaccinations
20210628,S92000003,1 - Care Home Residents - Older Adults,28863,,Dose 1,28130,97.4604164501265,,All vaccinations
20210628,S92000003,1 - Care Home Residents - Older Adults,28863,,Dose 2,27109,93.9230156255414,,All vaccinations
20210628,S92000003,1 - Care Home Staff,50000,,Dose 1,54070,108.14,,All vaccinations
20210628,S92000003,1 - Care Home Staff,50000,,Dose 2,51177,102.354,,All vaccinations
20210628,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 1,373638,,z,All vaccinations
20210628,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 2,357083,,z,All vaccinations
20210628,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 1,98497,93.7959471298518,,All vaccinations
20210628,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 2,93041,88.6003504361406,,All vaccinations
20210628,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 1,103095,87.3945661848853,,All vaccinations
20210628,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 2,93389,79.1667019878778,,All vaccinations
20210628,S92000003,4 - Clinically Extremely Vulnerable,181405,,Dose 1,173269,95.5150078553513,,All vaccinations
20210628,S92000003,4 - Clinically Extremely Vulnerable,181405,,Dose 2,168302,92.7769355861195,,All vaccinations
20210628,S92000003,6 - 16 to 64 year olds with underlying health conditions,761971,,Dose 1,681426,89.429387732604,,All vaccinations
20210628,S92000003,6 - 16 to 64 year olds with underlying health conditions,761971,,Dose 2,636103,83.4812610978633,,All vaccinations
20210628,S92000003,6 - Unpaid Carers aged 16 and over,,:,Dose 1,234794,,z,All vaccinations
20210628,S92000003,6 - Unpaid Carers aged 16 and over,,:,Dose 2,184985,,z,All vaccinations
20210629,S92000003,1 - All Care Home Residents,,:,Dose 1,35908,,z,All vaccinations
20210629,S92000003,1 - All Care Home Residents,,:,Dose 2,32746,,z,All vaccinations
20210629,S92000003,1 - Care Home Residents - Older Adults,28863,,Dose 1,28136,97.4812043100163,,All vaccinations
20210629,S92000003,1 - Care Home Residents - Older Adults,28863,,Dose 2,27126,93.9819145618958,,All vaccinations
20210629,S92000003,1 - Care Home Staff,50000,,Dose 1,54080,108.16,,All vaccinations
20210629,S92000003,1 - Care Home Staff,50000,,Dose 2,51228,102.456,,All vaccinations
20210629,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 1,373715,,z,All vaccinations
20210629,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 2,357486,,z,All vaccinations
20210629,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 1,98541,93.8378471031882,,All vaccinations
20210629,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 2,93111,88.6670094846303,,All vaccinations
20210629,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 1,103203,87.4861187640402,,All vaccinations
20210629,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 2,93488,79.2506251854364,,All vaccinations
20210629,S92000003,4 - Clinically Extremely Vulnerable,181405,,Dose 1,173283,95.5227253934566,,All vaccinations
20210629,S92000003,4 - Clinically Extremely Vulnerable,181405,,Dose 2,168368,92.8133182657589,,All vaccinations
20210629,S92000003,6 - 16 to 64 year olds with underlying health conditions,761971,,Dose 1,681630,89.4561604050548,,All vaccinations
20210629,S92000003,6 - 16 to 64 year olds with underlying health conditions,761971,,Dose 2,636780,83.5701096235946,,All vaccinations
20210629,S92000003,6 - Unpaid Carers aged 16 and over,,:,Dose 1,235010,,z,All vaccinations
20210629,S92000003,6 - Unpaid Carers aged 16 and over,,:,Dose 2,186426,,z,All vaccinations
20210630,S92000003,1 - All Care Home Residents,,:,Dose 1,35913,,z,All vaccinations
20210630,S92000003,1 - All Care Home Residents,,:,Dose 2,32754,,z,All vaccinations
20210630,S92000003,1 - Care Home Residents - Older Adults,28700,,Dose 1,27977,97.4808362369338,,All vaccinations
20210630,S92000003,1 - Care Home Residents - Older Adults,28700,,Dose 2,26980,94.006968641115,,All vaccinations
20210630,S92000003,1 - Care Home Staff,50000,,Dose 1,54082,108.164,,All vaccinations
20210630,S92000003,1 - Care Home Staff,50000,,Dose 2,51256,102.512,,All vaccinations
20210630,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 1,373776,,z,All vaccinations
20210630,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 2,357879,,z,All vaccinations
20210630,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 1,98580,93.8749857159182,,All vaccinations
20210630,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 2,93165,88.7184321791795,,All vaccinations
20210630,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 1,103313,87.5793667613275,,All vaccinations
20210630,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 2,93585,79.3328529648625,,All vaccinations
20210630,S92000003,4 - Clinically Extremely Vulnerable,181134,,Dose 1,173042,95.5325891329071,,All vaccinations
20210630,S92000003,4 - Clinically Extremely Vulnerable,181134,,Dose 2,168210,92.8649508098976,,All vaccinations
20210630,S92000003,6 - 16 to 64 year olds with underlying health conditions,761844,,Dose 1,681809,89.4945684418332,,All vaccinations
20210630,S92000003,6 - 16 to 64 year olds with underlying health conditions,761844,,Dose 2,637291,83.6511149264154,,All vaccinations
20210630,S92000003,6 - Unpaid Carers aged 16 and over,,:,Dose 1,235193,,z,All vaccinations
20210630,S92000003,6 - Unpaid Carers aged 16 and over,,:,Dose 2,187659,,z,All vaccinations
20210701,S92000003,1 - All Care Home Residents,,:,Dose 1,35918,,z,All vaccinations
20210701,S92000003,1 - All Care Home Residents,,:,Dose 2,32769,,z,All vaccinations
20210701,S92000003,1 - Care Home Residents - Older Adults,28700,,Dose 1,27982,97.4982578397213,,All vaccinations
20210701,S92000003,1 - Care Home Residents - Older Adults,28700,,Dose 2,26996,94.0627177700348,,All vaccinations
20210701,S92000003,1 - Care Home Staff,50000,,Dose 1,54091,108.182,,All vaccinations
20210701,S92000003,1 - Care Home Staff,50000,,Dose 2,51287,102.574,,All vaccinations
20210701,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 1,373807,,z,All vaccinations
20210701,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 2,358167,,z,All vaccinations
20210701,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 1,98622,93.914981145012,,All vaccinations
20210701,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 2,93216,88.7669980573649,,All vaccinations
20210701,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 1,103431,87.6793964311448,,All vaccinations
20210701,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 2,93732,79.457466197601,,All vaccinations
20210701,S92000003,4 - Clinically Extremely Vulnerable,181134,,Dose 1,173079,95.553015999205,,All vaccinations
20210701,S92000003,4 - Clinically Extremely Vulnerable,181134,,Dose 2,168320,92.9256793313238,,All vaccinations
20210701,S92000003,6 - 16 to 64 year olds with underlying health conditions,761844,,Dose 1,682154,89.539853303301,,All vaccinations
20210701,S92000003,6 - 16 to 64 year olds with underlying health conditions,761844,,Dose 2,638304,83.784081780522,,All vaccinations
20210701,S92000003,6 - Unpaid Carers aged 16 and over,,:,Dose 1,235360,,z,All vaccinations
20210701,S92000003,6 - Unpaid Carers aged 16 and over,,:,Dose 2,189414,,z,All vaccinations
20210702,S92000003,1 - All Care Home Residents,,:,Dose 1,35921,,z,All vaccinations
20210702,S92000003,1 - All Care Home Residents,,:,Dose 2,32775,,z,All vaccinations
20210702,S92000003,1 - Care Home Residents - Older Adults,28700,,Dose 1,27985,97.5087108013937,,All vaccinations
20210702,S92000003,1 - Care Home Residents - Older Adults,28700,,Dose 2,26999,94.0731707317073,,All vaccinations
20210702,S92000003,1 - Care Home Staff,50000,,Dose 1,54097,108.194,,All vaccinations
20210702,S92000003,1 - Care Home Staff,50000,,Dose 2,51326,102.652,,All vaccinations
20210702,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 1,373837,,z,All vaccinations
20210702,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 2,358404,,z,All vaccinations
